Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2020,6,Juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1
2020,6,Juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Establiments - Restauració - Bar,Presencial,Delictes,De les lesions,Lesions (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Central,ABP Osona,Barcelona,Osona,Resta de municipis ABP Osona,Habitatge - Primera residència - Casa aïllada,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Violència física o psíquica habitual en l'àmbit familiar,LGTBI-fòbia,1,2
2020,6,Juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1
2020,6,Juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",1,2
2020,6,Juny,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Resta de municipis ABP Mataró,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la Constitució,Contra la llibertat de consciència i sentiments religiosos,Antisemita,1,2
2020,6,Juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Partit polític,Presencial,Infraccions administratives,Llei 4/15 de Protecció de seguretat ciutadana,Danys / deslluïments de béns mobles / immobles,Orientació política,1,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Central,ABP Osona,Barcelona,Osona,Resta de municipis ABP Osona,Via Interurbana,Internet o xarxes socials,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,0
2020,6,Juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Gavà,Parcs/Jardins,Presencial,Delictes,De les lesions,Lesions (lleu),LGTBI-fòbia,1,2
2020,6,Juny,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Alt Camp,Resta de municipis ABP Alt Camp - C. de Barberà,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2020,6,Juny,RP Central,ABP Anoia,Barcelona,Anoia,Resta de municipis ABP Anoia,Via pública urbana,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,2
2020,6,Juny,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Coaccions (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt (lleu),LGTBI-fòbia,1,1
2020,6,Juny,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Centre religiós catòlic,Presencial,Delictes,Delictes contra l'ordre públic,Desordres públics,Religiós,1,1
2020,6,Juny,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,9,Setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Orientació política,1,2
2020,6,Juny,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Urbanització,Presencial,Delictes,Delictes contra la llibertat,Amenaces (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Metropolitana Sud,ABP Sant Boi de Llobregat,Barcelona,Baix Llobregat,Sant Boi de Llobregat,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Establiments - Altres comerços,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2020,6,Juny,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Establiments - Restauració - Bar,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,"Ètnic, origen nacional i/o racial",1,1
2020,6,Juny,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,Maresme,Resta de municipis ABP Premià de Mar,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra la llibertat,Coaccions (lleu),Orientació política,1,1
2020,6,Juny,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",1,5
