Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2022,5,maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Alt Camp,Valls,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Discoteca_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Hab. 1a Res. Casa aïllada/4vents,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Centre escolar,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,5,maig,RP Camp de Tarragona,ABP Cambrils,Tarragona,Baix Camp,Cambrils,Centre escolar,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Terres de l'Ebre,ABP TORTOSA,Tarragona,Baix Ebre,Tortosa,Taller de vehicles,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Barcelona,ABP CIUTAT VELLA,Barcelona,Barcelonès,Barcelona,Platja,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hab. Escala/portal finca/replà,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Orientació política,1,
2022,5,maig,RP Metropolitana Girona,ABP Sant Feliu de Guixols,Girona,Baix Empordà,Sant Feliu de Guíxols,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Discoteca_COM,Presencial,DELICTES,DE LES LESIONS,Maltractament d'obra sense lesió (lleu),LGTBI-fòbia,1,
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Institut,Presencial,ALTRES,FETS VARIS,Diligències informatives,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta municipis,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,5,maig,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Farmàcia_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Discoteca_COM,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Antisemita,1,
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Montcada,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,ALTRES,FETS VARIS,Diligències informatives,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Premià de Mar,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,ALTRES,FETS VARIS,Diligències informatives,Orientació política,1,
2022,5,maig,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Centre Comercial (zona comuna),Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Hab. Escala/portal finca/replà,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Girona,ABP Lloret de Mar,Girona,Gironès,Resta municipis,Bar,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Centre escolar,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Ripollet,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Premià de Mar,Restaurant-bar_COM,Presencial,ALTRES,FETS VARIS,Diligències informatives,LGTBI-fòbia,1,
2022,5,maig,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis,Instal·lació esportiva,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,5,maig,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Via Pública urbana,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Girona,GUB Lleida,Lleida,Segrià,Lleida,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,LGTBI-fòbia,1,
2022,5,maig,RP Pirineu Occidental,ABP Vall d'Aran - Alta Ribagorça,Lleida,Alta Ribagorça,Resta municipis,Botiga d'alimentació/Begudes_CC,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Resta municipis,Escola,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Gavà,Autobús,Presencial,DELICTES,DE LES LESIONS,Lesions,Islamofòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Discoteca_COM,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Nord,ABP Mataró,Barcelona,El maresme,Mataró,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Metro comboi,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,5,maig,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Bar_CC,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Orientació política,1,
2022,5,maig,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Tren FGC estació,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,5,maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Hab. Escala/portal finca/replà,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Via Pública urbana,Presencial,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Tracte degradant / vexatori,LGTBI-fòbia,1,
2022,6,juny,RP Central,ABP Anoia,Barcelona,Anoia,Resta municipis,Tren FGC comboi,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,
2022,6,juny,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Hab. Escala/portal finca/replà,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Parets del Vallès,Hab. Escala/portal finca/replà,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Camp de futbol,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Metro estació,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Institut,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Assetjament,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,DEL. CONTRA L'HONOR,Injúria,Sexisme,1,
2022,6,juny,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Nord,ABP Sabadell,Barcelona,Barcelonès,Resta municipis,Institut,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Institut,Presencial,DELICTES,CONTRA LA LLIBERTAT,Assetjament,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Institut,Int. i/o Xarxes,DELICTES,"DEL.CONT.INTIMITAT,IMATGE I INV.DOMICILI",Descobriment i revelació de secrets,Orientació política,1,
2022,6,juny,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Montcada i Reixac,Deixalleria,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,ORATORI,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Islamofòbia,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Tren FGC comboi,Presencial,DELICTES,DE LES LESIONS,Maltractaments en l'àmbit de la llar,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Castelldefels,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Nord,ABP Mataró,Barcelona,El maresme,Mataró,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Esparreguera,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Altres estafes (lleu),Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Depen. Govern Local,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,6,juny,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,Baix Llobregat,Cornellà de Llobregat,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Orientació política,1,
2022,6,juny,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Hab. Altres espais,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Central,ABP Osona,Barcelona,Osona,Vic,Bar musical_COM,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Tracte degradant / vexatori,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Restaurant-bar_COM,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Altres estafes (lleu),Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis,Depen. Govern Local,Presencial,ALTRES,FETS VARIS,Diligències informatives,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Orientació política,1,
2022,6,juny,RP Metropolitana Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,6,juny,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Girona,ABP Osona,Girona,Osona,Girona,Escola,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Tren RENFE-ADIF estació,Presencial,ALTRES,FETS VARIS,Diligències informatives,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Sexisme,1,
2022,6,juny,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),LGTBI-fòbia,1,
2022,6,juny,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Resta municipis,Discoteca_COM,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Parcs/Jardins,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Castelldefels,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Centre de Menors,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Pavelló esportiu,Presencial,DELICTES,DELICTES CONTRA L'ORDRE PÚBLIC,Desordres públics,Religiós,1,
2022,6,juny,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Castelldefels,Via Pública urbana,Presencial,ALTRES,FETS VARIS,Diligències informatives,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Resta municipis,Platja,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Supermercat_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Platja,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Hab. Escala/portal finca/replà,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,6,juny,RP Metropolitana Nord,ABP Mataró,Barcelona,El maresme,Mataró,Banc/Caixa_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Islamofòbia,1,
2022,6,juny,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Partit polític,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Orientació política,1,
2022,7,juliol,RP Metropolitana Sud,ABP Martorell,Barcelona,Barcelonès,Resta municipis,Centre religiós,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Religiós,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Discoteca_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Nord,Pl Mataró,Barcelona,El maresme,Mataró,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Resta municipis,Restaurant_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Bar,Presencial,DELICTES,DEL. CONTRA LA LLIBERTAT SEXUAL,Abusos sexuals,Islamofòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Metro estació,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Resta municipis,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,Hospitalet de Llobregat,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,ALTRES,FETS VARIS,Diligències informatives,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Parcs/Jardins,Presencial,DELICTES,DE LES LESIONS,Lesions,Islamofòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via Pública urbana,Presencial,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Tracte degradant / vexatori,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis,Tren RENFE-ADIF estació,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Restaurant_COM,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
